player_id,player_name,format,matches,innings,runs,balls_faced,highest_score,average,strike_rate,not_out,fours,sixes,fifty_plus,hundreds,double_hundreds
10939,Avishka Fernando,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
10939,Avishka Fernando,ODI,51,50,1589,1787,127,31.78,88.92,0,165,31,9,4,0
10939,Avishka Fernando,T20,39,37,376,408,37,11.06,92.16,3,28,8,0,0,0
10939,Avishka Fernando,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13187,Nuwanidu Fernando,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13187,Nuwanidu Fernando,ODI,6,5,89,132,50,17.8,67.43,0,12,0,1,0,0
13187,Nuwanidu Fernando,T20,3,3,13,20,7,4.33,65.00,0,1,0,0,0,0
13187,Nuwanidu Fernando,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9864,Najmul Hossain Shanto,Test,37,70,2189,4158,163,32.19,52.65,2,246,29,5,7,0
9864,Najmul Hossain Shanto,ODI,52,51,1602,2021,122,33.38,79.27,3,171,15,10,3,0
9864,Najmul Hossain Shanto,T20,50,48,987,905,71,22.95,109.07,5,89,20,4,0,0
9864,Najmul Hossain Shanto,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,Mominul Haque,Test,73,136,4627,8544,181,36.72,54.16,10,541,19,22,13,0
8219,Mominul Haque,ODI,28,26,557,749,60,22.28,74.37,1,60,1,3,0,0
8219,Mominul Haque,T20,6,4,60,50,26,20,120.00,1,5,2,0,0,0
8219,Mominul Haque,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,Towhid Hridoy,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,Towhid Hridoy,ODI,38,34,1087,1343,100,35.06,80.94,3,65,23,9,1,0
13223,Towhid Hridoy,T20,47,42,944,769,63,26.97,122.76,7,61,37,3,0,0
13223,Towhid Hridoy,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,Shadman Islam,Test,24,46,1207,2560,120,27.43,47.15,2,139,2,6,2,0
9868,Shadman Islam,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,Shadman Islam,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,Shadman Islam,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8233,Soumya Sarkar,Test,16,30,831,1442,149,27.7,57.63,0,109,9,4,1,0
8233,Soumya Sarkar,ODI,76,71,2198,2282,169,32.32,96.32,3,256,52,13,3,0
8233,Soumya Sarkar,T20,87,86,1462,1197,68,17.83,122.14,4,145,55,5,0,0
8233,Soumya Sarkar,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
14205,Tanzid Hasan Tamim,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
14205,Tanzid Hasan Tamim,ODI,25,25,548,547,84,21.92,100.19,0,71,16,4,0,0
14205,Tanzid Hasan Tamim,T20,32,32,752,590,73,26.86,127.46,4,71,34,6,0,0
14205,Tanzid Hasan Tamim,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
10869,Mohammad Usman,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
10869,Mohammad Usman,ODI,6,6,172,240,45,34.4,71.67,1,14,3,0,0,0
10869,Mohammad Usman,T20,16,15,287,262,49,22.08,109.55,2,27,11,0,0,0
10869,Mohammad Usman,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,Shaiman Anwar,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,Shaiman Anwar,ODI,41,41,1336,1545,117,34.26,86.48,2,133,28,11,2,0
9837,Shaiman Anwar,T20,31,31,854,702,62,29.45,121.66,2,65,37,6,0,0
9837,Shaiman Anwar,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,Chundangapoyil Rizwan,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
14554,Chundangapoyil Rizwan,ODI,42,40,948,1638,109,27.88,57.88,6,67,2,4,1,0
14554,Chundangapoyil Rizwan,T20,18,16,323,295,51,24.85,109.50,3,25,6,1,0,0
14554,Chundangapoyil Rizwan,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,Chirag Suri,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,Chirag Suri,ODI,37,37,946,1507,115,25.57,62.78,0,96,13,5,2,0
9829,Chirag Suri,T20,31,31,819,710,88,29.25,115.36,3,84,18,7,0,0
9829,Chirag Suri,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,Ashfaq Ahmed,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13278,Ashfaq Ahmed,ODI,16,16,344,387,92,21.5,88.89,0,38,9,2,0,0
13278,Ashfaq Ahmed,T20,12,12,238,185,75,19.83,128.65,0,32,6,3,0,0
13278,Ashfaq Ahmed,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13279,Mohammad Boota,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13279,Mohammad Boota,ODI,9,9,191,252,59,23.88,75.80,1,12,7,1,0,0
13279,Mohammad Boota,T20,19,15,136,114,20,17,119.30,7,9,6,0,0,0
13279,Mohammad Boota,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9979,Babar Hayat,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9979,Babar Hayat,ODI,22,22,785,1005,89,39.25,78.11,2,70,26,8,0,0
9979,Babar Hayat,T20,97,94,2286,1752,122,28.58,130.48,14,137,141,12,2,0
9979,Babar Hayat,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9981,Kinchit Shah,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9981,Kinchit Shah,ODI,10,10,140,238,34,14,58.83,0,12,2,0,0,0
9981,Kinchit Shah,T20,51,47,712,671,79,18.26,106.12,8,55,17,3,0,0
9981,Kinchit Shah,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
10208,Waqas Khan,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
10208,Waqas Khan,ODI,8,5,67,137,35,16.75,48.91,1,3,0,0,0,0
10208,Waqas Khan,T20,16,14,164,189,60,16.4,86.78,4,6,5,1,0,0
10208,Waqas Khan,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8502,Ben Duckett,Test,38,70,2872,3334,182,42.87,86.15,3,370,18,16,6,0
8502,Ben Duckett,ODI,28,28,1226,1189,165,45.41,103.12,1,142,16,8,3,0
8502,Ben Duckett,T20,20,20,527,343,84,29.28,153.65,2,69,8,3,0,0
8502,Ben Duckett,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8019,Joe Root,Test,158,288,13543,23556,262,51.3,57.50,24,1451,45,66,39,6
8019,Joe Root,ODI,183,172,7301,8319,166,49.33,87.77,24,592,53,43,19,0
8019,Joe Root,T20,32,30,893,707,90,35.72,126.31,5,92,16,5,0,0
8019,Joe Root,IPL,3,1,10,15,10,10,66.67,0,1,0,0,0,0
12201,Harry Brook,Test,30,50,2820,3222,317,57.55,87.53,1,308,47,13,10,1
12201,Harry Brook,ODI,32,32,995,987,110,34.31,100.82,3,96,34,6,1,0
12201,Harry Brook,T20,48,41,873,597,81,28.16,146.24,10,70,38,4,0,0
12201,Harry Brook,IPL,11,11,190,154,100,21.11,123.38,2,23,4,0,1,0
12770,Zak Crawley,Test,59,107,3313,5049,267,31.55,65.62,2,468,12,19,5,1
12770,Zak Crawley,ODI,8,8,199,205,58,28.43,97.08,1,23,2,2,0,0
12770,Zak Crawley,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
12770,Zak Crawley,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9791,Brandon King,Test,3,6,129,215,75,21.5,60.00,0,17,3,1,0,0
9791,Brandon King,ODI,55,55,1468,1763,112,27.7,83.27,2,179,29,8,3,0
9791,Brandon King,T20,68,66,1659,1221,85,26.76,135.88,4,180,73,13,0,0
9791,Brandon King,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13352,Alick Athanaze,Test,13,25,627,1171,92,25.08,53.55,0,71,3,4,0,0
13352,Alick Athanaze,ODI,13,13,306,368,66,23.54,83.16,0,37,6,2,0,0
13352,Alick Athanaze,T20,6,6,137,105,60,27.4,130.48,1,12,6,1,0,0
13352,Alick Athanaze,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Kraigg Brathwaite,Test,100,193,5950,14571,212,32.51,40.84,10,595,17,31,12,1
1984,Kraigg Brathwaite,ODI,10,10,278,483,78,27.8,57.56,0,15,0,1,0,0
1984,Kraigg Brathwaite,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,Kraigg Brathwaite,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Kavem Hodge,Test,11,22,556,1110,120,25.27,50.10,0,72,2,3,1,0
8434,Kavem Hodge,ODI,4,3,37,47,26,12.33,78.73,0,5,0,0,0,0
8434,Kavem Hodge,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
8434,Kavem Hodge,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
11445,Rovman Powell,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
11445,Rovman Powell,ODI,51,48,979,1153,101,21.76,84.91,3,63,42,2,1,0
11445,Rovman Powell,T20,99,87,1925,1361,107,25.67,141.45,12,118,125,9,1,0
11445,Rovman Powell,IPL,28,23,365,249,67,18.25,146.59,3,22,28,1,0,0
9789,Shimron Hetmyer,Test,16,30,838,1138,93,27.93,73.64,0,85,27,5,0,0
9789,Shimron Hetmyer,ODI,57,52,1543,1464,139,31.49,105.40,3,117,56,4,5,0
9789,Shimron Hetmyer,T20,69,59,1112,882,81,20.59,126.08,5,73,60,6,0,0
9789,Shimron Hetmyer,IPL,86,79,1482,976,75,29.06,151.85,28,93,93,5,0,0
8579,Evin Lewis,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
8579,Evin Lewis,ODI,70,67,2279,2645,176,36.17,86.17,4,220,76,12,5,0
8579,Evin Lewis,T20,65,64,1782,1155,125,29.21,154.29,3,135,136,13,2,0
8579,Evin Lewis,IPL,27,26,654,477,65,27.25,137.11,2,62,36,4,0,0
6349,David Miller,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
6349,David Miller,ODI,178,154,4611,4447,139,42.3,103.69,45,342,144,24,7,0
6349,David Miller,T20,130,114,2593,1842,106,33.24,140.78,36,168,130,8,2,0
6349,David Miller,IPL,141,135,3077,2220,101,35.78,138.61,49,220,138,13,1,0
9582,Aiden Markram,Test,46,84,2993,5016,152,36.5,59.67,2,426,14,13,8,0
9582,Aiden Markram,ODI,83,79,2590,2650,175,37,97.74,9,264,58,14,3,0
9582,Aiden Markram,T20,61,57,1426,986,70,29.1,144.63,8,130,59,9,0,0
9582,Aiden Markram,IPL,57,55,1440,1066,68,31.3,135.09,9,111,57,10,0,0
9554,Rassie van der Dussen,Test,18,32,905,2221,98,30.17,40.75,2,101,4,6,0,0
9554,Rassie van der Dussen,ODI,71,66,2657,3053,134,50.13,87.03,13,206,50,17,6,0
9554,Rassie van der Dussen,T20,57,53,1406,1092,94,33.48,128.76,11,89,62,10,0,0
9554,Rassie van der Dussen,IPL,3,3,22,24,12,11,91.67,1,2,0,0,0,0
8583,Temba Bavuma,Test,64,110,3708,7544,172,38.23,49.16,13,424,16,25,4,0
8583,Temba Bavuma,ODI,53,51,1941,2205,144,40.44,88.03,3,195,26,8,5,0
8583,Temba Bavuma,T20,36,35,670,567,72,20.94,118.17,3,62,16,1,0,0
8583,Temba Bavuma,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
11196,Tony de Zorzi,Test,13,23,641,1182,177,27.87,54.24,0,69,6,2,1,0
11196,Tony de Zorzi,ODI,17,16,553,572,119,36.87,96.68,1,56,18,1,1,0
11196,Tony de Zorzi,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
11196,Tony de Zorzi,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,Reeza Hendricks,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,Reeza Hendricks,ODI,38,38,974,1264,102,27.06,77.06,2,101,9,7,1,0
9491,Reeza Hendricks,T20,83,82,2382,1826,117,29.78,130.45,2,259,68,17,1,0
9491,Reeza Hendricks,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
20538,Dewald Brevis,Test,2,3,84,85,51,28,98.83,0,7,4,1,0,0
20538,Dewald Brevis,ODI,6,6,110,69,49,22,159.43,1,5,11,0,0,0
20538,Dewald Brevis,T20,11,11,341,176,125,37.89,193.75,2,19,29,1,1,0
20538,Dewald Brevis,IPL,16,16,455,297,57,28.44,153.20,0,30,33,2,0,0
10973,Zubayr Hamza,Test,8,16,307,738,62,19.19,41.60,0,42,2,1,0,0
10973,Zubayr Hamza,ODI,1,1,56,79,56,56,70.89,0,5,1,1,0,0
10973,Zubayr Hamza,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
10973,Zubayr Hamza,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6334,Craig Ervine,Test,30,60,1926,3922,160,33.79,49.11,3,212,14,7,4,0
6334,Craig Ervine,ODI,128,124,3600,4695,130,33.03,76.68,15,350,47,23,4,0
6334,Craig Ervine,T20,71,70,1449,1370,70,21.95,105.77,4,143,30,9,0,0
6334,Craig Ervine,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13957,Ben Curran,Test,7,14,374,699,68,26.71,53.51,0,46,1,1,0,0
13957,Ben Curran,ODI,8,8,340,454,118,48.57,74.89,1,37,0,2,1,0
13957,Ben Curran,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
13957,Ben Curran,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
18425,Nick Welch,Test,7,14,319,717,90,24.54,44.50,1,32,5,3,0,0
18425,Nick Welch,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0
18425,Nick Welch,T20,7,7,97,93,25,13.86,104.31,0,12,1,0,0,0
18425,Nick Welch,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,Prince Masvaure,Test,10,19,451,1268,74,25.06,35.57,1,52,1,4,0,0
11148,Prince Masvaure,ODI,2,2,40,60,39,20,66.67,0,2,0,0,0,0
11148,Prince Masvaure,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
11148,Prince Masvaure,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6326,Kane Williamson,Test,105,186,9276,17913,251,54.89,51.79,17,1031,27,37,33,6
6326,Kane Williamson,ODI,173,165,7236,8853,148,48.89,81.74,17,666,60,47,15,0
6326,Kane Williamson,T20,93,90,2575,2094,95,33.01,122.98,12,245,58,18,0,0
6326,Kane Williamson,IPL,79,77,2128,1694,89,35.47,125.62,17,185,64,18,0,0
11172,Finn Allen,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
11172,Finn Allen,ODI,22,21,582,624,96,27.71,93.27,0,78,14,5,0,0
11172,Finn Allen,T20,52,52,1285,787,137,25.2,163.28,1,113,89,5,2,0
11172,Finn Allen,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,Mark Chapman,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
9976,Mark Chapman,ODI,30,26,868,811,132,39.45,107.03,4,78,30,3,3,0
9976,Mark Chapman,T20,90,80,1752,1316,104,26.55,133.14,14,150,66,9,1,0
9976,Mark Chapman,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
10694,Henry Nicholls,Test,58,90,3161,6225,200,39.02,50.78,9,344,9,12,10,1
10694,Henry Nicholls,ODI,81,79,2180,2713,124,34.6,80.36,16,198,19,15,1,0
10694,Henry Nicholls,T20,10,9,100,112,36,12.5,89.29,1,9,0,0,0,0
10694,Henry Nicholls,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8549,Will Young,Test,22,39,1178,2535,89,32.72,46.47,3,149,5,11,0,0
8549,Will Young,ODI,46,46,1674,1934,120,40.83,86.56,5,189,27,10,4,0
8549,Will Young,T20,20,19,344,338,56,18.11,101.78,0,35,10,2,0,0
8549,Will Young,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Alex Obanda,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Alex Obanda,ODI,49,45,1306,1764,96,30.37,74.04,2,127,39,9,0,0
704,Alex Obanda,T20,51,47,797,670,103,18.53,118.96,4,100,25,1,1,0
704,Alex Obanda,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
26232,Saiteja Mukkamalla,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
26232,Saiteja Mukkamalla,ODI,33,32,993,1224,120,34.24,81.13,3,87,10,6,2,0
26232,Saiteja Mukkamalla,T20,18,18,639,418,100,42.6,152.88,3,64,27,5,1,0
26232,Saiteja Mukkamalla,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
14730,Aaron Jones,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
14730,Aaron Jones,ODI,52,52,1664,2329,123,33.96,71.45,3,116,32,11,1,0
14730,Aaron Jones,T20,48,43,770,672,94,24.06,114.59,11,41,39,2,0,0
14730,Aaron Jones,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
20217,Sushant Modani,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
20217,Sushant Modani,ODI,34,34,900,1426,111,26.47,63.12,0,78,5,6,1,0
20217,Sushant Modani,T20,5,4,93,68,50,31,136.77,1,5,3,1,0,0
20217,Sushant Modani,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
46671,Bodugum Akhilesh Reddy,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
46671,Bodugum Akhilesh Reddy,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0
46671,Bodugum Akhilesh Reddy,T20,4,0,0,0,0,0,0,0,0,0,0,0,0
46671,Bodugum Akhilesh Reddy,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Kyle Coetzer,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Kyle Coetzer,ODI,88,87,3192,3874,156,38.93,82.40,5,412,40,21,5,0
1415,Kyle Coetzer,T20,69,68,1495,1254,89,22.65,119.22,2,158,48,6,0,0
1415,Kyle Coetzer,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,Dylan Budge,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,Dylan Budge,ODI,17,15,248,312,46,22.55,79.49,4,18,1,0,0,0
13738,Dylan Budge,T20,8,6,60,62,24,15,96.78,2,2,3,0,0,0
13738,Dylan Budge,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
13527,Michael Jones,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
13527,Michael Jones,ODI,17,14,385,572,87,27.5,67.31,0,36,3,3,0,0
13527,Michael Jones,T20,11,11,224,164,86,22.4,136.59,1,20,11,1,0,0
13527,Michael Jones,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
10103,George Munsey,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
10103,George Munsey,ODI,70,69,2630,2926,191,44.58,89.89,10,268,83,18,3,0
10103,George Munsey,T20,80,79,2302,1596,132,31.11,144.24,5,247,105,13,2,0
10103,George Munsey,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,Tom Cooper,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,Tom Cooper,ODI,32,31,1319,1813,101,45.48,72.76,2,115,8,12,1,0
6708,Tom Cooper,T20,31,32,659,509,81,23.54,129.47,4,62,22,3,0,0
6708,Tom Cooper,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Tom de Grooth,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Tom de Grooth,ODI,34,32,480,774,97,16.55,62.02,3,46,2,1,0,0
1409,Tom de Grooth,T20,14,12,161,152,49,20.13,105.93,4,16,1,0,0,0
1409,Tom de Grooth,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,Wilfred Diepeveen,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,Wilfred Diepeveen,ODI,1,1,6,7,6,6,85.72,0,1,0,0,0,0
7609,Wilfred Diepeveen,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,Wilfred Diepeveen,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,Tim Gruijters,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
6477,Tim Gruijters,ODI,5,4,68,116,32,22.67,58.63,1,5,2,0,0,0
6477,Tim Gruijters,T20,8,5,51,47,21,25.5,108.52,3,3,1,0,0,0
6477,Tim Gruijters,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Alexei Kervezee,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Alexei Kervezee,ODI,39,36,924,1263,92,28,73.16,3,95,10,4,0,0
634,Alexei Kervezee,T20,9,10,289,262,58,32.11,110.31,1,19,6,2,0,0
634,Alexei Kervezee,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
7960,Neil Kruger,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
7960,Neil Kruger,ODI,1,1,5,20,5,5,25.00,0,0,0,0,0,0
7960,Neil Kruger,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
7960,Neil Kruger,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,Stephan Myburgh,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
8073,Stephan Myburgh,ODI,22,22,527,662,74,26.35,79.61,2,65,12,4,0,0
8073,Stephan Myburgh,T20,43,44,915,799,71,21.79,114.52,2,100,28,5,0,0
8073,Stephan Myburgh,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,Max ODowd,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
10424,Max ODowd,ODI,64,64,2153,2856,158,35.88,75.39,4,215,36,15,1,0
10424,Max ODowd,T20,87,84,2309,1888,133,29.99,122.30,7,239,54,16,1,0
10424,Max ODowd,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Edgar Schiferli,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Edgar Schiferli,ODI,30,22,161,218,41,10.06,73.86,6,18,5,0,0,0
692,Edgar Schiferli,T20,7,3,7,16,5,3.5,43.75,1,0,0,0,0,0
692,Edgar Schiferli,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
11330,Sikander Zulfiqar,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
11330,Sikander Zulfiqar,ODI,0,0,0,0,0,0,0,0,0,0,0,0,0
11330,Sikander Zulfiqar,T20,12,9,70,71,18,8.75,98.60,1,5,0,0,0,0
11330,Sikander Zulfiqar,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
7962,Michael Swart,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
7962,Michael Swart,ODI,12,11,197,273,52,19.7,72.17,1,19,5,1,0,0
7962,Michael Swart,T20,25,25,621,537,89,27,115.65,2,53,16,4,0,0
7962,Michael Swart,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Eric Gouka,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Eric Gouka,ODI,3,2,19,36,19,19,52.78,1,2,0,0,0,0
3298,Eric Gouka,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,Eric Gouka,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Glenn Blakeney,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Glenn Blakeney,ODI,2,2,72,69,42,36,104.35,0,8,1,0,0,0
3372,Glenn Blakeney,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,Glenn Blakeney,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Delyone Borden,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Delyone Borden,ODI,12,11,98,195,24,14,50.26,4,9,0,0,0,0
662,Delyone Borden,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Delyone Borden,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
861,James Celestine,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
861,James Celestine,ODI,8,8,60,135,20,7.5,44.45,0,7,2,0,0,0
861,James Celestine,T20,3,3,9,17,7,3,52.95,0,0,0,0,0,0
861,James Celestine,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Fiqre Crockwell,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Fiqre Crockwell,ODI,2,2,68,104,45,34,65.39,0,8,2,0,0,0
3373,Fiqre Crockwell,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Fiqre Crockwell,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Chris Foggo,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,Chris Foggo,ODI,4,4,106,174,60,26.5,60.92,0,5,1,1,0,0
1755,Chris Foggo,T20,3,3,13,17,7,4.33,76.48,0,2,0,0,0,0
1755,Chris Foggo,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
664,David Hemp,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
664,David Hemp,ODI,22,22,641,912,102,33.74,70.29,3,68,7,4,1,0
664,David Hemp,T20,2,2,20,32,20,10,62.50,0,2,1,0,0,0
664,David Hemp,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Kyle Hodsoll,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
863,Kyle Hodsoll,ODI,3,2,2,7,2,2,28.58,1,0,0,0,0,0
863,Kyle Hodsoll,T20,4,1,0,1,0,0,0.00,0,0,0,0,0,0
863,Kyle Hodsoll,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Steven Outerbridge,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
670,Steven Outerbridge,ODI,23,23,336,612,56,14.61,54.91,0,30,2,1,0,0
670,Steven Outerbridge,T20,3,3,49,51,37,24.5,96.08,1,2,1,0,0,0
670,Steven Outerbridge,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Azeem Pitcher,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Azeem Pitcher,ODI,4,4,36,89,30,9,40.45,0,2,1,0,0,0
864,Azeem Pitcher,T20,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Azeem Pitcher,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Irving Romaine,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
660,Irving Romaine,ODI,35,34,783,1222,101,25.26,64.08,3,86,16,4,1,0
660,Irving Romaine,T20,2,2,9,20,8,4.5,45.00,0,0,0,0,0,0
660,Irving Romaine,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Tamauri Tucker,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Tamauri Tucker,ODI,5,0,0,0,0,0,0,0,0,0,0,0,0
866,Tamauri Tucker,T20,1,1,1,5,1,1,20.00,0,0,0,0,0,0
866,Tamauri Tucker,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Trevin Bastiampillai,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Trevin Bastiampillai,ODI,13,13,175,301,49,13.46,58.14,0,26,2,0,0,0
815,Trevin Bastiampillai,T20,2,0,0,0,0,0,0,0,0,0,0,0,0
815,Trevin Bastiampillai,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
675,John Davison,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
675,John Davison,ODI,32,32,799,767,111,26.63,104.18,2,93,20,5,1,0
675,John Davison,T20,5,5,44,40,19,8.8,110.00,0,2,3,0,0,0
675,John Davison,IPL,0,0,0,0,0,0,0,0,0,0,0,0,0
7852,Tyson Gordon,Test,0,0,0,0,0,0,0,0,0,0,0,0,0
7852,Tyson Gordon,ODI,5,5,27,59,9,5.4,45.77,0,2,0,0,0,0
