player_id,player_name,format,matches,innings,runs,balls_faced,highest_score,average,strike_rate,not_out,fours,sixes,fifty_plus,hundreds,double_hundreds,high_score,avg,fifties,ducks
675,John Davison,ODI,32,32,799,767.0,111.0,26.63,104.18,2,93,20,5.0,1,0.0,,,,
675,John Davison,T20,5,5,44,40.0,19.0,8.8,110.0,0,2,3,0.0,0,0.0,,,,
675,John Davison,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7852,Tyson Gordon,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7852,Tyson Gordon,ODI,5,5,27,59.0,9.0,5.4,45.77,0,2,0,0.0,0,0.0,,,,
7852,Tyson Gordon,T20,3,3,32,37.0,23.0,10.67,86.49,0,3,0,0.0,0,0.0,,,,
7852,Tyson Gordon,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1422,Ruvindu Gunasekera,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1422,Ruvindu Gunasekera,ODI,19,19,455,679.0,72.0,23.95,67.02,0,40,11,6.0,0,0.0,,,,
1422,Ruvindu Gunasekera,T20,8,8,202,188.0,65.0,25.25,107.45,0,23,4,1.0,0,0.0,,,,
1422,Ruvindu Gunasekera,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7676,Jimmy Hansra,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7676,Jimmy Hansra,ODI,24,22,421,725.0,70.0,23.39,58.07,4,27,8,2.0,0,0.0,,,,
7676,Jimmy Hansra,T20,8,8,82,85.0,30.0,13.67,96.48,2,4,3,0.0,0,0.0,,,,
7676,Jimmy Hansra,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
784,Zunaed Siddique,Test,19,37,969,2341.0,106.0,26.19,41.4,0,123,1,7.0,1,0.0,,,,
784,Zunaed Siddique,ODI,55,54,1201,1783.0,100.0,22.66,67.36,1,118,7,6.0,1,0.0,,,,
784,Zunaed Siddique,T20,7,7,160,108.0,71.0,22.86,148.15,0,16,7,1.0,0,0.0,,,,
784,Zunaed Siddique,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
6474,Nitish Kumar,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
6474,Nitish Kumar,ODI,16,15,217,397.0,38.0,15.5,54.66,1,18,0,0.0,0,0.0,,,,
6474,Nitish Kumar,T20,36,32,711,567.0,83.0,25.39,125.4,4,51,25,4.0,0,0.0,,,,
6474,Nitish Kumar,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
3289,Hiral Patel,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
3289,Hiral Patel,ODI,23,23,468,584.0,62.0,21.27,80.14,1,56,8,2.0,0,0.0,,,,
3289,Hiral Patel,T20,15,15,294,285.0,88.0,21.0,103.16,1,28,3,2.0,0,0.0,,,,
3289,Hiral Patel,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1426,Rizwan Cheema,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1426,Rizwan Cheema,ODI,33,32,764,685.0,94.0,24.65,111.54,1,92,35,6.0,0,0.0,,,,
1426,Rizwan Cheema,T20,24,24,389,314.0,72.0,16.91,123.89,1,33,28,2.0,0,0.0,,,,
1426,Rizwan Cheema,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
823,Durand Soraine,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
823,Durand Soraine,ODI,4,4,14,20.0,6.0,3.5,70.0,0,1,0,0.0,0,0.0,,,,
823,Durand Soraine,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
823,Durand Soraine,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1432,Zubin Surkari,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1432,Zubin Surkari,ODI,23,21,323,642.0,49.0,17.94,50.32,3,30,0,0.0,0,0.0,,,,
1432,Zubin Surkari,T20,4,3,10,33.0,6.0,3.33,30.31,0,0,0,0.0,0,0.0,,,,
1432,Zubin Surkari,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
6475,Usman Limbada,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
6475,Usman Limbada,ODI,11,11,189,284.0,50.0,18.9,66.55,1,19,1,1.0,0,0.0,,,,
6475,Usman Limbada,T20,7,3,53,41.0,21.0,53.0,129.27,2,6,0,0.0,0,0.0,,,,
6475,Usman Limbada,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8026,Zahid Hussain,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8026,Zahid Hussain,ODI,2,2,9,31.0,7.0,9.0,29.04,1,1,0,0.0,0,0.0,,,,
8026,Zahid Hussain,T20,3,2,3,8.0,2.0,0.0,37.5,2,0,0,0.0,0,0.0,,,,
8026,Zahid Hussain,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
6710,Andrew Balbirnie,Test,10,20,476,935.0,95.0,25.05,50.91,1,55,0,5.0,0,0.0,,,,
6710,Andrew Balbirnie,ODI,116,110,3264,4397.0,145.0,31.69,74.24,7,309,43,17.0,9,0.0,,,,
6710,Andrew Balbirnie,T20,109,106,2392,1941.0,83.0,23.22,123.24,3,254,68,12.0,0,0.0,,,,
6710,Andrew Balbirnie,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1451963,Cade Carmichael,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1451963,Cade Carmichael,ODI,3,2,64,82.0,48.0,32.0,78.05,0,7,1,0.0,0,0.0,,,,
1451963,Cade Carmichael,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
1451963,Cade Carmichael,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
11130,Harry Tector,Test,7,14,391,896.0,85.0,27.93,43.64,0,39,7,4.0,0,0.0,,,,
11130,Harry Tector,ODI,54,49,1992,2392.0,140.0,46.33,83.28,6,155,46,14.0,5,0.0,,,,
11130,Harry Tector,T20,85,77,1443,1205.0,64.0,22.55,119.76,13,118,35,5.0,0,0.0,,,,
11130,Harry Tector,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
36594,Ross Adair,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
36594,Ross Adair,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
36594,Ross Adair,T20,11,11,316,216.0,100.0,28.73,146.3,0,23,22,1.0,1,0.0,,,,
36594,Ross Adair,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
13310,Morgan Topping,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
13310,Morgan Topping,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
13310,Morgan Topping,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
13310,Morgan Topping,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9962,Naresh Bahadur Budayair,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9962,Naresh Bahadur Budayair,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9962,Naresh Bahadur Budayair,T20,4,3,7,19.0,5.0,3.5,36.85,1,0,0,0.0,0,0.0,,,,
9962,Naresh Bahadur Budayair,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10204,Rajesh Pulami,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10204,Rajesh Pulami,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10204,Rajesh Pulami,T20,6,6,52,89.0,25.0,8.67,58.43,0,0,3,0.0,0,0.0,,,,
10204,Rajesh Pulami,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9966,Gyanendra Malla,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9966,Gyanendra Malla,ODI,37,37,876,1318.0,75.0,24.33,66.47,1,90,15,7.0,0,0.0,,,,
9966,Gyanendra Malla,T20,44,39,883,734.0,107.0,23.24,120.3,1,76,36,2.0,1,0.0,,,,
9966,Gyanendra Malla,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10205,Anil Mandal,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10205,Anil Mandal,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10205,Anil Mandal,T20,2,2,11,25.0,9.0,5.5,44.0,0,0,0,0.0,0,0.0,,,,
10205,Anil Mandal,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9971,Sharad Vesawkar,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9971,Sharad Vesawkar,ODI,4,4,66,151.0,55.0,22.0,43.71,1,5,0,1.0,0,0.0,,,,
9971,Sharad Vesawkar,T20,21,19,325,328.0,40.0,23.21,99.09,5,26,7,0.0,0,0.0,,,,
9971,Sharad Vesawkar,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8277,Hashmatullah Shahidi,Test,10,19,757,1596.0,246.0,50.47,47.44,4,85,1,2.0,2,2.0,,,,
8277,Hashmatullah Shahidi,ODI,90,88,2435,3614.0,97.0,33.36,67.38,15,209,13,22.0,0,0.0,,,,
8277,Hashmatullah Shahidi,T20,6,4,48,55.0,36.0,24.0,87.28,2,5,0,0.0,0,0.0,,,,
8277,Hashmatullah Shahidi,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8571,Rahmat Shah,Test,11,21,970,1820.0,234.0,46.19,53.3,0,117,6,5.0,3,1.0,,,,
8571,Rahmat Shah,ODI,123,118,3976,5579.0,114.0,35.19,71.27,5,344,40,31.0,5,0.0,,,,
8571,Rahmat Shah,T20,1,1,3,6.0,3.0,3.0,50.0,0,0,0,0.0,0,0.0,,,,
8571,Rahmat Shah,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
14200,Riaz Hassan,Test,1,2,23,53.0,12.0,11.5,43.4,0,3,0,0.0,0,0.0,,,,
14200,Riaz Hassan,ODI,7,6,165,272.0,50.0,27.5,60.67,0,15,3,1.0,0,0.0,,,,
14200,Riaz Hassan,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
14200,Riaz Hassan,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
14204,Sediqullah Atal,Test,1,1,3,6.0,3.0,3.0,50.0,0,0,0,0.0,0,0.0,,,,
14204,Sediqullah Atal,ODI,9,8,335,408.0,104.0,41.88,82.11,0,29,9,2.0,1,0.0,,,,
14204,Sediqullah Atal,T20,14,14,323,281.0,73.0,24.85,114.95,1,21,15,3.0,0,0.0,,,,
14204,Sediqullah Atal,IPL,1,1,22,16.0,22.0,22.0,137.5,0,0,2,0.0,0,0.0,,,,
15753,Bahir Shah,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
15753,Bahir Shah,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
15753,Bahir Shah,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
15753,Bahir Shah,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
12069,Darwish Rasooli,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
12069,Darwish Rasooli,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
12069,Darwish Rasooli,T20,13,12,149,138.0,58.0,13.55,107.98,1,12,3,1.0,0,0.0,,,,
12069,Darwish Rasooli,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
12068,Hazratullah Zazai,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
12068,Hazratullah Zazai,ODI,16,16,361,409.0,67.0,22.56,88.27,0,38,17,2.0,0,0.0,,,,
12068,Hazratullah Zazai,T20,45,45,1161,874.0,162.0,27.64,132.84,3,110,66,3.0,1,0.0,,,,
12068,Hazratullah Zazai,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7698,Louis Burger,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7698,Louis Burger,ODI,6,6,11,62.0,5.0,2.2,17.75,1,1,0,0.0,0,0.0,,,,
7698,Louis Burger,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7698,Louis Burger,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7700,Morne Karg,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7700,Morne Karg,ODI,3,2,45,65.0,41.0,22.5,69.24,0,4,1,0.0,0,0.0,,,,
7700,Morne Karg,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7700,Morne Karg,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7696,Danie Keulder,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7696,Danie Keulder,ODI,6,6,132,220.0,52.0,22.0,60.0,0,11,0,1.0,0,0.0,,,,
7696,Danie Keulder,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7696,Danie Keulder,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7703,Bjorn Kotze,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7703,Bjorn Kotze,ODI,5,4,27,51.0,24.0,9.0,52.95,1,3,0,0.0,0,0.0,,,,
7703,Bjorn Kotze,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7703,Bjorn Kotze,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7699,Deon Kotze,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7699,Deon Kotze,ODI,6,6,82,135.0,27.0,16.4,60.75,1,3,1,0.0,0,0.0,,,,
7699,Deon Kotze,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7699,Deon Kotze,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7702,Lennie Louw,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7702,Lennie Louw,ODI,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7702,Lennie Louw,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7702,Lennie Louw,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7704,Melt van Schoor,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7704,Melt van Schoor,ODI,5,5,58,111.0,24.0,14.5,52.26,1,3,1,0.0,0,0.0,,,,
7704,Melt van Schoor,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7704,Melt van Schoor,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7705,Rudi van Vuuren,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7705,Rudi van Vuuren,ODI,5,5,26,38.0,14.0,8.67,68.43,2,2,1,0.0,0,0.0,,,,
7705,Rudi van Vuuren,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7705,Rudi van Vuuren,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7693,Riaan Walters,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7693,Riaan Walters,ODI,2,2,0,5.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7693,Riaan Walters,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
7693,Riaan Walters,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9906,Hiri Hiri,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
9906,Hiri Hiri,ODI,34,34,454,815.0,77.0,15.13,55.71,4,31,5,1.0,0,0.0,,,,
9906,Hiri Hiri,T20,25,20,336,299.0,53.0,21.0,112.38,4,25,13,1.0,0,0.0,,,,
9906,Hiri Hiri,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10113,Kila Pala,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10113,Kila Pala,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10113,Kila Pala,T20,2,2,41,30.0,22.0,41.0,136.67,1,4,2,0.0,0,0.0,,,,
10113,Kila Pala,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8467,Lega Siaka,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
8467,Lega Siaka,ODI,48,48,958,1251.0,109.0,19.96,76.58,0,90,15,2.0,1,0.0,,,,
8467,Lega Siaka,T20,56,50,704,622.0,55.0,15.64,113.19,5,54,22,1.0,0,0.0,,,,
8467,Lega Siaka,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10137,Ebrahim Aldhabyan,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10137,Ebrahim Aldhabyan,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10137,Ebrahim Aldhabyan,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10137,Ebrahim Aldhabyan,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10138,Ali Bushahri,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10138,Ali Bushahri,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10138,Ali Bushahri,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10138,Ali Bushahri,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10139,Ali Zainal,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10139,Ali Zainal,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10139,Ali Zainal,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10139,Ali Zainal,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10141,Alkandari Mohammad,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10141,Alkandari Mohammad,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10141,Alkandari Mohammad,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10141,Alkandari Mohammad,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10142,Alnadi Faleh,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10142,Alnadi Faleh,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10142,Alnadi Faleh,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10142,Alnadi Faleh,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10145,Bastaki Abdullah,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10145,Bastaki Abdullah,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10145,Bastaki Abdullah,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10145,Bastaki Abdullah,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10148,Beidas Tareq,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10148,Beidas Tareq,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10148,Beidas Tareq,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10148,Beidas Tareq,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10149,Eissa Jassim,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10149,Eissa Jassim,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10149,Eissa Jassim,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10149,Eissa Jassim,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10150,Salem Mishary,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10150,Salem Mishary,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10150,Salem Mishary,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10150,Salem Mishary,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10151,Yousif Alzaid,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10151,Yousif Alzaid,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10151,Yousif Alzaid,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10151,Yousif Alzaid,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10453,Jatinder Singh,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10453,Jatinder Singh,ODI,61,60,1704,2322.0,118.0,29.38,73.39,2,180,25,9.0,4,0.0,,,,
10453,Jatinder Singh,T20,64,64,1399,1180.0,73.0,24.54,118.56,7,147,29,8.0,0,0.0,,,,
10453,Jatinder Singh,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10454,Arun Poulose,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10454,Arun Poulose,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10454,Arun Poulose,T20,3,3,9,14.0,9.0,3.0,64.29,0,2,0,0.0,0,0.0,,,,
10454,Arun Poulose,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10464,Mehran Khan,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10464,Mehran Khan,ODI,4,4,66,66.0,37.0,16.5,100.0,0,3,6,0.0,0,0.0,,,,
10464,Mehran Khan,T20,47,39,345,323.0,29.0,10.45,106.82,6,22,14,0.0,0,0.0,,,,
10464,Mehran Khan,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10821,Swapnil Khadye,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10821,Swapnil Khadye,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10821,Swapnil Khadye,T20,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10821,Swapnil Khadye,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10455,Vaibhav Wategaonkar,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10455,Vaibhav Wategaonkar,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10455,Vaibhav Wategaonkar,T20,2,1,14,14.0,14.0,14.0,100.0,0,1,0,0.0,0,0.0,,,,
10455,Vaibhav Wategaonkar,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10456,Zeeshan Siddiqui,Test,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10456,Zeeshan Siddiqui,ODI,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
10456,Zeeshan Siddiqui,T20,5,5,60,63.0,33.0,15.0,95.24,1,7,0,0.0,0,0.0,,,,
10456,Zeeshan Siddiqui,IPL,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,,
14701,Nitish Kumar Reddy,Test,7,13,343,,,,0.0,0,0,0,,1,,0.0,0.0,0.0,1.0
14701,Nitish Kumar Reddy,ODI,0,0,0,,,,0.0,0,0,0,,0,,0.0,0.0,0.0,0.0
14701,Nitish Kumar Reddy,T20,4,3,90,,,,0.0,0,0,0,,0,,0.0,0.0,1.0,1.0
14701,Nitish Kumar Reddy,IPL,28,22,485,,,,0.0,0,0,0,,0,,0.0,0.0,2.0,1.0
9647,Hardik Pandya,Test,11,18,532,,,,0.0,0,0,0,,1,,0.0,0.0,4.0,2.0
9647,Hardik Pandya,ODI,94,68,1904,,,,0.0,0,0,0,,0,,0.0,0.0,11.0,4.0
9647,Hardik Pandya,T20,115,90,1812,,,,0.0,0,0,0,,0,,0.0,0.0,5.0,3.0
9647,Hardik Pandya,IPL,152,140,2749,,,,0.0,0,0,0,,0,,0.0,0.0,10.0,6.0
11195,Shivam Dube,Test,0,0,0,,,,0.0,0,0,0,,0,,0.0,0.0,0.0,0.0
11195,Shivam Dube,ODI,4,4,43,,,,0.0,0,0,0,,0,,0.0,0.0,0.0,1.0
11195,Shivam Dube,T20,36,26,531,,,,0.0,0,0,0,,0,,0.0,0.0,4.0,1.0
11195,Shivam Dube,IPL,79,75,1859,,,,0.0,0,0,0,,0,,0.0,0.0,10.0,3.0
12086,Abhishek Sharma,Test,0,0,0,,,,0.0,0,0,0,,0,,0.0,0.0,0.0,0.0
